dNumb,Published,Department,Judge,Judge4Search,PicFileName,Page,AwardRank,Winner,Winner4Search,Title,SubTitle,WinnerArea,WinnerClub1,WinnerClub2,WinnerClub3,WinnerClub4,Area,Place,DayTime,Year,Month,Day,Season,Hour,Min,TimeZone,Weather,Subject,Composition,Camera,Lens,FocalLength,Exposure,WB,ColorMode,Tripod,TriPodHead,DataOfPhoto,Selection Comments,MapLink,OfficialSite,Logic_Advice,Context_Advice
4840,20080910,プリント,山口　高志,山口高志,FK_030.jpg,102,準優秀,丸山　尚美,丸山尚美,黎明の花園,,熊本,ブリランテ写真研究会,,,,熊本県小国町,,2007-10-13 07:30:00,2007,10,13,,7,30,,晴れ,コスモス　木,中　遠,キヤノンEOS Kiss Digital X,タムロンAF28-300ミリF3.5-6.3,65,絞り優先AE・f11(1/200秒・ｰ0,太陽光,,ハクバ,,エプソンPX-G5300_A3_RAW_ISO200,,https://www.google.com/maps/search/?api=1&query=%E7%86%8A%E6%9C%AC%E7%9C%8C%E5%B0%8F%E5%9B%BD%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
4841,20080910,プリント,山口　高志,山口高志,FK_031.jpg,102,準優秀,荒崎　節夫,荒崎節夫,それぞれの秋,,栃木,,,,,新潟県魚沼市守門,只見湖,2007-11-01 12:00:00,2007,11,1,,12,0,,晴れ,木　湖,遠,キヤノンEOS5D,EF24-105ミリF4L IS USM,97,絞り優先AE・f11(1/10秒),,,ベルボン,,エプソン光沢紙_A3　多分割_JPEG　CPL_ISO200,,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E9%AD%9A%E6%B2%BC%E5%B8%82%E5%AE%88%E9%96%80%20%E5%8F%AA%E8%A6%8B%E6%B9%96,https://www.google.com/search?q=%E6%96%B0%E6%BD%9F%E7%9C%8C%E9%AD%9A%E6%B2%BC%E5%B8%82%E5%AE%88%E9%96%80%20%E5%8F%AA%E8%A6%8B%E6%B9%96%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4842,20080910,プリント,山口　高志,山口高志,FK_032.jpg,103,準優秀,高野　邦夫,高野邦夫,暮れなずむ,,新潟,写遊「ウェーブ」,,,,新潟県糸魚川市,能生漁港,2006-06-20 19:00:00,2006,6,20,,19,0,,曇り,民家　船　海　空,遠,ニコンD200,AiAF-SズームニッコールED24-85ミリF2.8-4D,26,絞り優先AE・f4(2秒・ｰ0.7EV),オート,,ハスキー,,エプソンPX-G5500_四ツ切　スポット_JPEG_ISO100_月光,,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E7%B3%B8%E9%AD%9A%E5%B7%9D%E5%B8%82%20%E8%83%BD%E7%94%9F%E6%BC%81%E6%B8%AF,https://www.google.com/search?q=%E6%96%B0%E6%BD%9F%E7%9C%8C%E7%B3%B8%E9%AD%9A%E5%B7%9D%E5%B8%82%20%E8%83%BD%E7%94%9F%E6%BC%81%E6%B8%AF%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4843,20080910,プリント,山口　高志,山口高志,FK_033.jpg,103,準優秀,鴨志田　英雄,鴨志田英雄,千の風になって,,岩手,写真集団「みやこ」,写団樹景,,,岩手県盛岡市,梁川,2006-05-09 09:30:00,2006,5,9,,9,30,,晴れ,サクラ　マツ　木,遠,キヤノンEOS5D,EF70-300ミリF4-5.6 DO IS USM,115,絞り優先AE・f8(1/50秒・ｰ0.7,太陽光,,ベルボン,マンフロット,エプソンPX-G5500　エプソン写真用紙クリスピア_A3　多分割_RAW　CPL_ISO100,,https://www.google.com/maps/search/?api=1&query=%E5%B2%A9%E6%89%8B%E7%9C%8C%E7%9B%9B%E5%B2%A1%E5%B8%82%20%E6%A2%81%E5%B7%9D,https://www.google.com/search?q=%E5%B2%A9%E6%89%8B%E7%9C%8C%E7%9B%9B%E5%B2%A1%E5%B8%82%20%E6%A2%81%E5%B7%9D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4844,20080910,プリント,山口　高志,山口高志,FK_034.jpg,104,準優秀,小平　憲一,小平憲一,風にふかれて,,長野,,,,,長野県茅野氏,,2006-11-01 14:00:00,2006,11,1,,14,0,,晴れ,ウバユリ,近　遠,キヤノンEOS5D,EF100ミリF2.8マクロ,100,絞り優先AE・f4(1/1250秒),,,ベルボン,,ワイド四ツ切　多分割_RAW　CPL_ISO800,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E8%8C%85%E9%87%8E%E6%B0%8F,,,
4845,20080910,プリント,山口　高志,山口高志,FK_035.jpg,104,準優秀,おがわたもつ,おがわたもつ,夏の夜の夢,,兵庫,日本風景写真協会,,,,兵庫県,,2007-09-17 20:00:00,2007,9,17,,20,0,,曇り,シイノトモシビタケ,近,キヤノンEOS Kiss Digital X,タムロンSP AF90ミリF2.8マクロ,90,f5.6・70秒,マニュアル,,ベルボン,マンフロット,多分割_RAW_ISO800,,https://www.google.com/maps/search/?api=1&query=%E5%85%B5%E5%BA%AB%E7%9C%8C%E5%BA%81,,,
4846,20080910,プリント,山口　高志,山口高志,FK_036.jpg,105,準優秀,櫻井　勝美,櫻井勝美,もみじ模様,,群馬,写団シャドー,日本風景写真協会,,,群馬県高崎市,小林山達磨寺,2007-12-04 14:00:00,2007,12,4,,14,0,,晴れ,モミジ,近　遠,ペンタックス645NⅡ,FA645 300ミリF5.6,300,絞り優先AE・f5.6(+0.3EV),,,ジッツオ,マンフロット,四ツ切　多分割,,https://www.google.com/maps/search/?api=1&query=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E9%AB%98%E5%B4%8E%E5%B8%82%20%E5%B0%8F%E6%9E%97%E5%B1%B1%E9%81%94%E7%A3%A8%E5%AF%BA,https://www.google.com/search?q=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E9%AB%98%E5%B4%8E%E5%B8%82%20%E5%B0%8F%E6%9E%97%E5%B1%B1%E9%81%94%E7%A3%A8%E5%AF%BA%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4847,20080910,プリント,山口　高志,山口高志,FK_037.jpg,105,準優秀,安藤　治仁,安藤治仁,旅立ち,,愛知,日本報道写真連盟,,,,愛知県立田村(現 愛西市),,2002-08-10 07:00:00,2002,8,10,,7,0,,晴れ,ヤゴ,近　遠,ペンタックス645N,A645 120ミリF4マクロ,120,絞り優先AE・f8(ｰ0.7EV),,,ジッツオ,,フジクロームプロビア100F_四ツ切　多分割,,https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E7%9F%A5%E7%9C%8C%E7%AB%8B%E7%94%B0%E6%9D%91%28%E7%8F%BE%20%E6%84%9B%E8%A5%BF%E5%B8%82%29,,,
4848,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,106,最優秀,大津　憲司,大津憲司,彩りを添えて,,愛媛,瀬戸内塾,日本風景写真協会,,,高知県吾北村,成川渓谷,2007-11-18 17:00:00,2007,11,18,,17,0,,晴れ,木,近　中　遠,トヨフィールド45A,アポジンマー120ミリF5.6,120,f45・4秒,,,ハスキー,,フジクロームベルビア_スポット,,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E7%9F%A5%E7%9C%8C%E5%90%BE%E5%8C%97%E6%9D%91%20%E6%88%90%E5%B7%9D%E6%B8%93%E8%B0%B7,https://www.google.com/search?q=%E9%AB%98%E7%9F%A5%E7%9C%8C%E5%90%BE%E5%8C%97%E6%9D%91%20%E6%88%90%E5%B7%9D%E6%B8%93%E8%B0%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4849,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,108,優秀,高橋　清,高橋清,歓喜の森,,東京,スポット須山会,日本風景写真協会,,,群馬県草津,,2002-10-11 08:00:00,2002,10,255,中旬,8,0,,晴れ,ウルシ　渓谷　光芒,近　中　遠,ペンタックス645N,A645ミリ 35ミリF3.5,35,絞り優先AE・f22(1/4秒・+0.7,,,ジッツオ,,エクタクロームE100VS_多分割,,https://www.google.com/maps/search/?api=1&query=%E7%BE%A4%E9%A6%AC%E7%9C%8C%E8%8D%89%E6%B4%A5,,,
4850,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,109,優秀,松澤　淳夫,松澤淳夫,彩渦,,長野,自然奏フォト,諏訪写真クラブ,,,長野県長和町,,2005-11-18 07:00:00,2005,11,18,,7,0,,晴れ,落ち葉　滝,近　中　遠,ペンタックス645NⅡ,A645ミリ 35ミリF3.5,35,絞り優先AE・f16(8秒・ｰ0.3EV,,,ベルボン,,フジクロームベルビア100_多分割_CPL,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E9%95%B7%E5%92%8C%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
4851,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,110,優秀,勝山　正人,勝山正人,冬への階段,,大阪,明日香写真クラブ,日本風景写真協会,,,奈良県御所市,九品寺,2004-12-05 09:00:00,2004,12,5,,9,0,,曇り,石仏　階段,近　中　遠,マミヤ645AFD,AF35ミリF3.5,35,絞り優先AE・f22,,,ジッツオ,ハスキー,フジクロームフォルティア_ワイド四ツ切_CPL,,https://www.google.com/maps/search/?api=1&query=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%BE%A1%E6%89%80%E5%B8%82%20%E4%B9%9D%E5%93%81%E5%AF%BA,https://www.google.com/search?q=%E5%A5%88%E8%89%AF%E7%9C%8C%E5%BE%A1%E6%89%80%E5%B8%82%20%E4%B9%9D%E5%93%81%E5%AF%BA%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4852,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,111,準優秀,大津　基,大津基,秋雨,,神奈川,写団薬師,,,,栃木県佐野市,,2004-11-18 08:00:00,2004,11,18,,8,0,,雨,枝葉,近　遠,ペンタックス645NⅡ,FA645 150-300ミリF5.6ED,中間,絞り優先AE・f22(4秒・+0.5EV,,,ハスキー,,フジクロームベルビア100,,https://www.google.com/maps/search/?api=1&query=%E6%A0%83%E6%9C%A8%E7%9C%8C%E4%BD%90%E9%87%8E%E5%B8%82%E5%BD%B9%E6%89%80,,,
4853,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,111,準優秀,金丸　治美,金丸治美,淡い霧林,,福井,日本風景写真協会,,,,富山県,立山,2005-11-03 17:00:00,2005,11,3,,17,0,,雨,木　霧,近　中　遠,ペンタックス67Ⅱ,67 マクロ135ミリF4,135,絞り優先AE・f16(4秒・+0.3EV,,,ジッツオ,,フジクロームベルビア_多分割,,https://www.google.com/maps/search/?api=1&query=%E5%AF%8C%E5%B1%B1%E7%9C%8C%20%E7%AB%8B%E5%B1%B1,https://www.google.com/search?q=%E5%AF%8C%E5%B1%B1%E7%9C%8C%20%E7%AB%8B%E5%B1%B1%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4854,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,112,準優秀,飯野　泰,飯野泰,冬到来,,滋賀,日本風景写真協会,,,,新潟県津南町,秋山郷,1999-11-17 13:00:00,1999,11,17,,13,0,,曇り,木,遠,ペンタックス645,A645ミリ 200ミリF4,200,絞り優先AE・f22(+0.5EV),,,ベルボン,,フジクロームベルビア_PL,,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%BD%9F%E7%9C%8C%E6%B4%A5%E5%8D%97%E7%94%BA%20%E7%A7%8B%E5%B1%B1%E9%83%B7,https://www.google.com/search?q=%E6%96%B0%E6%BD%9F%E7%9C%8C%E6%B4%A5%E5%8D%97%E7%94%BA%20%E7%A7%8B%E5%B1%B1%E9%83%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4855,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,112,準優秀,三浦　一男,三浦一男,静寂,,青森,八戸コンタックスクラブ,,,,青森県八戸市大久保,,2007-11-02 16:40:00,2007,11,2,,16,40,,晴れ,倒木,近　中　遠,ニコンF6,AiAF-VRズームニッコールED70-200ミリF2.8G,102,絞り優先AE・f16秒(25秒・ｰ1EV,,,ハスキー,,フジクロームフォルティアSP_多分割_CPL,,https://www.google.com/maps/search/?api=1&query=%E9%9D%92%E6%A3%AE%E7%9C%8C%E5%85%AB%E6%88%B8%E5%B8%82%E5%A4%A7%E4%B9%85%E4%BF%9D,,,
4856,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,113,準優秀　タイトル,片桐　重子,片桐重子,空中ブランコ,,愛知,春日井フォーカスクラブ,,,,愛知県豊田市市場町,,2006-11-19 10:00:00,2006,11,19,,10,0,,曇り,枯れ葉,近　遠,ペンタックス645NⅡ,FA645 150-300ミリF5.6ED×1.4,420,絞り優先AE・f5.6(+0.5EV),,,ジッツオ,,フジクロームベルビア100_多分割,,https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E7%9F%A5%E7%9C%8C%E8%B1%8A%E7%94%B0%E5%B8%82%E5%B8%82%E5%A0%B4%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
4857,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,113,準優秀,坂下　茂夫,坂下茂夫,秋を映す,,三重,日本風景写真協会,,,,長野県大桑村,,2000-11-18 09:00:00,2000,11,18,,9,0,,晴れ,田,近　中,ニコンF4S,AiAFズームニッコール80-200ミリF2.8S,テレ,絞り優先AE・f16,,,ベルボン,,フジクロームベルビア_多分割_CPL,,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E9%87%8E%E7%9C%8C%E5%A4%A7%E6%A1%91%E6%9D%91%E5%BD%B9%E5%A0%B4,,,
4858,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,114,準優秀,石田　昇,石田昇,秋流,,福島,フォト無限,,,,福島県二本松市,烏川渓谷,2007-10-28 15:00:00,2007,10,28,,15,0,,曇り,渓谷,近　中　遠,ペンタックスMZｰ3,FA★ズーム28-70ミリF4AL,28,絞り優先AE・f16(2秒・+1EV),,,スリック,,フジクロームベルビア100_スポット_CPL,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E4%BA%8C%E6%9C%AC%E6%9D%BE%E5%B8%82%20%E7%83%8F%E5%B7%9D%E6%B8%93%E8%B0%B7,https://www.google.com/search?q=%E7%A6%8F%E5%B3%B6%E7%9C%8C%E4%BA%8C%E6%9C%AC%E6%9D%BE%E5%B8%82%20%E7%83%8F%E5%B7%9D%E6%B8%93%E8%B0%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4859,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,114,準優秀,鴨志田　英雄,鴨志田英雄,寒い朝,,岩手,写真集団「みやこ」,,,,岩手県葛巻町,袖山高原,2004-10-17 07:00:00,2004,10,17,,7,0,,晴れ,草原,近　中,キヤノンEOS-1D MarkⅡ,EF17-40ミリF4 USM,17,絞り優先AE・f14(1/15秒・ｰ0.,,,ベルボン,マンフロット,エプソン写真用紙クリスピア_A3　多分割_JPEG　CPL,,https://www.google.com/maps/search/?api=1&query=%E5%B2%A9%E6%89%8B%E7%9C%8C%E8%91%9B%E5%B7%BB%E7%94%BA%20%E8%A2%96%E5%B1%B1%E9%AB%98%E5%8E%9F,https://www.google.com/search?q=%E5%B2%A9%E6%89%8B%E7%9C%8C%E8%91%9B%E5%B7%BB%E7%94%BA%20%E8%A2%96%E5%B1%B1%E9%AB%98%E5%8E%9F%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4860,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,115,準優秀,前川　悟,前川悟,めぐる,,大阪,,,,,北海道上川町,三国峠付近,2007-10-10 00:00:00,2007,10,10,,255,255,午前,晴れ,木　煙,中　遠,ペンタックス645NⅡ,FA645 150-300ミリF5.6ED,300,絞り優先AE・f5.6(1/45秒・ｰ0,,,ベルボン,,フジクロームベルビア100_CPL,,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%8A%E5%B7%9D%E7%94%BA%20%E4%B8%89%E5%9B%BD%E5%B3%A0%E4%BB%98%E8%BF%91,https://www.google.com/search?q=%E5%8C%97%E6%B5%B7%E9%81%93%E4%B8%8A%E5%B7%9D%E7%94%BA%20%E4%B8%89%E5%9B%BD%E5%B3%A0%E4%BB%98%E8%BF%91%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4861,20080910,テーマⅠ[紅葉],辰野　清,辰野清,なし.jpg,115,準優秀,丸山　勝泰,丸山勝泰,薄化粧,,山形,フォトクラブ時遊人,,,,山形県山形市,もみじ公園,2007-11-19 10:00:00,2007,11,19,,10,0,,晴れ,木　雪,近　中　遠,マミヤRZ67プロフェッショナルⅡ,ULD M50ミリF4.5L,50,絞り優先AE・f22(2秒・+0.3EV,,,ジッツオ,,フジクロームベルビア50,,https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E5%BD%A2%E7%9C%8C%E5%B1%B1%E5%BD%A2%E5%B8%82%20%E3%82%82%E3%81%BF%E3%81%98%E5%85%AC%E5%9C%92,https://www.google.com/search?q=%E5%B1%B1%E5%BD%A2%E7%9C%8C%E5%B1%B1%E5%BD%A2%E5%B8%82%20%E3%82%82%E3%81%BF%E3%81%98%E5%85%AC%E5%9C%92%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4862,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_038.jpg,116,最優秀　タイトル,飯田　恒弘,飯田恒弘,水辺の輝き,,広島,廣陽カメラ倶楽部,,,,広島県北広島町,八幡湿原,2007-05-27 17:00:00,2007,5,27,,17,0,,晴れ,カキツバタ　湿原,近　中　遠,ニコンF3,AiAFズームニッコール80-200ミリF2.8D,テレ,絞り優先AE・f11(ｰ0.3EV),,,ハスキー,,フジクロームベルビア_四ツ切_CPL,,https://www.google.com/maps/search/?api=1&query=%E5%BA%83%E5%B3%B6%E7%9C%8C%E5%8C%97%E5%BA%83%E5%B3%B6%E7%94%BA%20%E5%85%AB%E5%B9%A1%E6%B9%BF%E5%8E%9F,https://www.google.com/search?q=%E5%BA%83%E5%B3%B6%E7%9C%8C%E5%8C%97%E5%BA%83%E5%B3%B6%E7%94%BA%20%E5%85%AB%E5%B9%A1%E6%B9%BF%E5%8E%9F%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4863,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_039.jpg,118,優秀,藤岡　智宏,藤岡智宏,晩秋,,山口,フォトサークル下関,,,,山口県下関市豊浦町,石柱渓,2006-11-25 11:00:00,2006,11,25,,11,0,,晴れ,渓谷　モミジ,近　中　遠,ペンタックス645NⅡ,FA645 33-55ミリF4.5,中間,絞り優先AE・f32(ｰ1EV),,,ベルボン,,フジクロームベルビア100_多分割_CPL,,https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E5%8F%A3%E7%9C%8C%E4%B8%8B%E9%96%A2%E5%B8%82%E8%B1%8A%E6%B5%A6%E7%94%BA%20%E7%9F%B3%E6%9F%B1%E6%B8%93,https://www.google.com/search?q=%E5%B1%B1%E5%8F%A3%E7%9C%8C%E4%B8%8B%E9%96%A2%E5%B8%82%E8%B1%8A%E6%B5%A6%E7%94%BA%20%E7%9F%B3%E6%9F%B1%E6%B8%93%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4864,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_040.jpg,119,優秀,山田　耕治,山田耕治,海蛍の詩,,香川,瀬戸内塾,日本風景写真協会,,,高知県四万十町,,2005-12-01 23:00:00,2005,12,1,,23,0,,曇り,シラス船,近　中　遠,ペンタックス67Ⅱ,67 55-100ミリF4.5,75,バルブ・35分(f8),,,ハスキー,,フジクロームベルビア100_多分割,,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E7%9F%A5%E7%9C%8C%E5%9B%9B%E4%B8%87%E5%8D%81%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
4865,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_041.jpg,120,優秀,田中　祥博,田中祥博,夜の高原,,香川,日本風景写真協会,フォトクラブ虹,,,高知県梼原町,四国カルスト,2007-10-22 04:00:00,2007,10,22,,4,0,,晴れ,雲海　星,近　中　遠,ペンタックス645NⅡ,FA645 45ｰ85ミリF4.5,45,バルブ・70分(f4.5),,,スリック,,フジクロームベルビア100,,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E7%9F%A5%E7%9C%8C%E6%A2%BC%E5%8E%9F%E7%94%BA%20%E5%9B%9B%E5%9B%BD%E3%82%AB%E3%83%AB%E3%82%B9%E3%83%88,https://www.google.com/search?q=%E9%AB%98%E7%9F%A5%E7%9C%8C%E6%A2%BC%E5%8E%9F%E7%94%BA%20%E5%9B%9B%E5%9B%BD%E3%82%AB%E3%83%AB%E3%82%B9%E3%83%88%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4866,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_042.jpg,121,準優秀,宗友　寿之,宗友寿之,静,,広島,,,,,鳥取県大山町,大山,2004-01-12 07:00:00,2004,1,12,,7,0,,晴れ,山　雲海,中　遠,キヤノンEOS-1N,EF28-70ミリF2.8L,ワイド,絞り優先AE・f16(+1EV),,,ベルボン,,フジクロームベルビア100_スポット,,https://www.google.com/maps/search/?api=1&query=%E9%B3%A5%E5%8F%96%E7%9C%8C%E5%A4%A7%E5%B1%B1%E7%94%BA%20%E5%A4%A7%E5%B1%B1,https://www.google.com/search?q=%E9%B3%A5%E5%8F%96%E7%9C%8C%E5%A4%A7%E5%B1%B1%E7%94%BA%20%E5%A4%A7%E5%B1%B1%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4867,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_043.jpg,121,準優秀,糸谷　元宏,糸谷元宏,うつろひ,,徳島,ナルトぴんぼけクラブ,,,,徳島県海陽町,,2008-03-08 05:00:00,2008,3,8,,5,0,,晴れ,星　海,遠,キヤノンEOS7,タムロンSP AF 17-35ミリF2.8-4,17,バルブ・20分(f3.5),,,ベルボン,,エクタクロームE100VS,,https://www.google.com/maps/search/?api=1&query=%E5%BE%B3%E5%B3%B6%E7%9C%8C%E6%B5%B7%E9%99%BD%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
4868,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_044.jpg,122,準優秀,山崎　忠輝,山崎忠輝,滝虹,,愛媛,全日写連愛媛県本部わかば支部,,,,愛媛県西予市,桂川渓谷,2007-07-14 14:00:00,2007,7,14,,14,0,,晴れ,滝　虹　渓谷,近　中,ペンタックス645,A645 45ミリF2.8,45,シャッター優先AE・1/8秒,,,ベルボン,,フジクロームベルビア,,https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E5%AA%9B%E7%9C%8C%E8%A5%BF%E4%BA%88%E5%B8%82%20%E6%A1%82%E5%B7%9D%E6%B8%93%E8%B0%B7,https://www.google.com/search?q=%E6%84%9B%E5%AA%9B%E7%9C%8C%E8%A5%BF%E4%BA%88%E5%B8%82%20%E6%A1%82%E5%B7%9D%E6%B8%93%E8%B0%B7%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4869,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_045.jpg,122,準優秀,大喜多　みえ子,大喜多みえ子,湖畔の桜,,愛媛,瀬戸内塾,日本風景写真協会,,,徳島県那賀町,那賀川,2008-04-01 07:00:00,2008,4,1,,7,0,,晴れ,川　サクラ,遠,ペンタックス645NⅡ,FA645 80-160ミリF4.5,160,絞り優先AE・f22(6秒・ｰ0.7EV,,,ハスキー,,フジクロームベルビア100_CPL,,https://www.google.com/maps/search/?api=1&query=%E5%BE%B3%E5%B3%B6%E7%9C%8C%E9%82%A3%E8%B3%80%E7%94%BA%20%E9%82%A3%E8%B3%80%E5%B7%9D,https://www.google.com/search?q=%E5%BE%B3%E5%B3%B6%E7%9C%8C%E9%82%A3%E8%B3%80%E7%94%BA%20%E9%82%A3%E8%B3%80%E5%B7%9D%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
4870,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_046.jpg,123,準優秀,宮武　晴子,宮武晴子,森の妖精,,香川,写真クラブ虹,,,,愛媛県新居浜市,,2007-07-05 16:00:00,2007,7,5,,16,0,,晴れ,キノコ,近　中　遠,ペンタックス645,A645 120ミリF4マクロ,120,絞り優先AE・f4(1/4秒),,,ハスキー,,フジクロームベルビア100_四ツ切　多分割_PL,,https://www.google.com/maps/search/?api=1&query=%E6%84%9B%E5%AA%9B%E7%9C%8C%E6%96%B0%E5%B1%85%E6%B5%9C%E5%B8%82%E5%BD%B9%E6%89%80,,,
4871,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_047.jpg,123,準優秀,竹内　利夫,竹内利夫,緑陰,,兵庫,ペンタックスファミリー,,,,広島県北広島町,,2006-05-18 07:00:00,2006,5,18,,7,0,,薄曇り,木,近　中　遠,ペンタックス67,タクマ― フィッシュアイ35ミリF4.5,35,f11・1/60秒(+0.3EV),,,マンフロット,,フジクロームベルビア100_A4,,https://www.google.com/maps/search/?api=1&query=%E5%BA%83%E5%B3%B6%E7%9C%8C%E5%8C%97%E5%BA%83%E5%B3%B6%E7%94%BA%E5%BD%B9%E5%A0%B4,,,
4872,20080910,テーマⅡ[中国・四国],高橋　毅,高橋毅,FK_048.jpg,124,準優秀,勝山　正人,勝山正人,芽生えの朝,,大阪,明日香写真クラブ,日本風景写真協会,,,岡山県真庭市,蒜山,2004-06-17 05:30:00,2004,6,17,,5,30,,晴れ,畑　木　朝日,近　中　遠,ペンタックス645N,A645 35ミリF3.5,35,絞り優先AE・f22(ｰ1EV),,,ジッツオ,ハスキー,フジクロームベルビア_四ツ切　多分割_ハーフND,,https://www.google.com/maps/search/?api=1&query=%E5%B2%A1%E5%B1%B1%E7%9C%8C%E7%9C%9F%E5%BA%AD%E5%B8%82%20%E8%92%9C%E5%B1%B1,https://www.google.com/search?q=%E5%B2%A1%E5%B1%B1%E7%9C%8C%E7%9C%9F%E5%BA%AD%E5%B8%82%20%E8%92%9C%E5%B1%B1%20%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88,,
